harmlessness_normalized,harmlessness_raw,helpfulness_normalized,helpfulness_raw,method,n,pareto,requested_alpha
0.7678019561007635,4.50520736694336,0.5146336651868351,1.3821572453180948,parm_static,1500,True,"[0.0, 1.0]"
0.7285329001050956,2.0821675465901692,0.5140231487807517,1.3677400385538736,parm_static,1500,False,"[0.25, 0.75]"
0.662388162300369,-2.0697638600667316,0.5386760566447184,2.0809757893880207,parm_static,1500,True,"[0.5, 0.5]"
0.6267647234947001,-4.281714701334636,0.5472381285190264,2.3292639389038086,parm_static,1500,True,"[0.75, 0.25]"
0.6084025803135776,-5.429894134521485,0.5621889222282882,2.7617436796824135,parm_static,1500,True,"[1.0, 0.0]"
0.6859358204830983,-0.5999992879231771,0.44325287448336415,-0.6986242980957031,parm_taro,1500,False,"[0.0, 1.0]"
0.6860686813796298,-0.5864644571940104,0.44396264465748314,-0.6781136983235677,parm_taro,1500,True,"[0.25, 0.75]"
0.6854824053910121,-0.6230243530273437,0.4453320166911312,-0.6385020446777344,parm_taro,1500,True,"[0.5, 0.5]"
0.6839336824486992,-0.7196019897460938,0.44680062006151916,-0.594187021891276,parm_taro,1500,False,"[0.75, 0.25]"
0.6844293009084793,-0.6886954549153645,0.44769159153446375,-0.5684087931315104,parm_taro,1500,True,"[1.0, 0.0]"
0.6853177595160749,-0.6385412801106771,0.4582245140249593,-0.2568361358642578,parm_v2_full_alpha,1500,True,"[0.0, 1.0]"
0.6839542679855266,-0.7235679728190104,0.4566101581651595,-0.30355523935953777,parm_v2_full_alpha,1500,False,"[0.25, 0.75]"
0.6849975228571005,-0.6585110880533854,0.456822556601928,-0.29872850799560546,parm_v2_full_alpha,1500,False,"[0.5, 0.5]"
0.6829027553358464,-0.7884628295898437,0.4612432832658759,-0.17085070037841796,parm_v2_full_alpha,1500,True,"[0.75, 0.25]"
0.6824751729251075,-0.8151266682942708,0.46226004127291614,-0.13679011027018229,parm_v2_full_alpha,1500,True,"[1.0, 0.0]"
0.6855388332021009,-0.6247552286783854,0.46041544721722205,-0.19338199361165365,parm_v2_full_alpha_fixed_alpha,1500,True,"[0.0, 1.0]"
0.6847364582498123,-0.6747909545898437,0.4593051472929901,-0.22559241739908853,parm_v2_full_alpha_fixed_alpha,1500,False,"[0.25, 0.75]"
0.6849975437373622,-0.658509785970052,0.45682264662778344,-0.2987259038289388,parm_v2_full_alpha_fixed_alpha,1500,False,"[0.5, 0.5]"
0.6820142114584821,-0.8438720092773437,0.45970756173790306,-0.21527432505289715,parm_v2_full_alpha_fixed_alpha,1500,False,"[0.75, 0.25]"
0.6817321367403447,-0.8614620564778646,0.4582857238841183,-0.2563932342529297,parm_v2_full_alpha_fixed_alpha,1500,False,"[1.0, 0.0]"
0.686987614729208,-0.534409891764323,0.45374474895010164,-0.38642174021403,parm_v2_full_alpha_same_average,1500,False,"[0.0, 1.0]"
0.6870889361992119,-0.5280915323893229,0.4542728189907236,-0.37116715749104817,parm_v2_full_alpha_same_average,1500,True,"[0.25, 0.75]"
0.6860921333848866,-0.5902516886393229,0.4549139810371508,-0.35393763478597007,parm_v2_full_alpha_same_average,1500,True,"[0.5, 0.5]"
0.6858047299978577,-0.6074970499674479,0.4554781765897385,-0.33761722056070964,parm_v2_full_alpha_same_average,1500,True,"[0.75, 0.25]"
0.6831133105900302,-0.7753327026367187,0.4545686632192954,-0.3639161834716797,parm_v2_full_alpha_same_average,1500,False,"[1.0, 0.0]"
0.6846568900974732,-0.6797527872721354,0.4585421758824447,-0.24764717102050782,parm_v2_full_alpha_shuffled_alpha,1500,False,"[0.0, 1.0]"
0.6847366252919059,-0.674780537923177,0.4593051472929901,-0.22559762573242187,parm_v2_full_alpha_shuffled_alpha,1500,True,"[0.25, 0.75]"
0.685023517843332,-0.6562130737304688,0.45754857011300837,-0.2777272059122721,parm_v2_full_alpha_shuffled_alpha,1500,True,"[0.5, 0.5]"
0.6825655942459845,-0.809488037109375,0.4625730427978134,-0.12774637095133465,parm_v2_full_alpha_shuffled_alpha,1500,True,"[0.75, 0.25]"
0.6814056647132137,-0.8818206990559896,0.4565302865193822,-0.3071725514729818,parm_v2_full_alpha_shuffled_alpha,1500,False,"[1.0, 0.0]"
0.6848131355821166,-0.6647597045898438,0.4436623233270721,-0.6867802225748698,parm_v2_no_alpha,1500,False,"[0.0, 1.0]"
0.6859430826903257,-0.5942967325846354,0.443916900269695,-0.6794369405110677,parm_v2_no_alpha,1500,True,"[0.25, 0.75]"
0.6853745549241712,-0.6297498575846354,0.44471431272405193,-0.6563702901204427,parm_v2_no_alpha,1500,True,"[0.5, 0.5]"
0.6841164852250223,-0.7082024943033854,0.4460299815216306,-0.6183121032714843,parm_v2_no_alpha,1500,True,"[0.75, 0.25]"
0.6843199157424019,-0.6955166625976562,0.4452334633475485,-0.6413476765950521,parm_v2_no_alpha,1500,True,"[1.0, 0.0]"
