case_id,response_key,cost_score
dense_p00_a00,4b1871cec157eef6610c7122c7c6d04b16379beb6033f43762704b83301527fe,13.484375
dense_p00_a01,49b8248c4c92465db9f978e3bc8fb0cd6a9ffa00922371284d6daddf30f96210,30.359375
dense_p00_a02,49b8248c4c92465db9f978e3bc8fb0cd6a9ffa00922371284d6daddf30f96210,30.359375
dense_p00_a03,49b8248c4c92465db9f978e3bc8fb0cd6a9ffa00922371284d6daddf30f96210,30.359375
dense_p00_a04,1567c6f64ee39431febd64ac91bbca733d125ab2381e279c7ee0a740386bc316,26.421875
dense_p00_a05,e5cba7e95cd01f04b7f8917f982b8995724bb9c73401a962444f1325b6ad562c,32.875
dense_p00_a06,e5cba7e95cd01f04b7f8917f982b8995724bb9c73401a962444f1325b6ad562c,32.875
dense_p00_a07,fa2faf76837da13cffe1e4b6f036997ed177d45986f932d7456299df116ac484,18.96875
dense_p00_a08,fa2faf76837da13cffe1e4b6f036997ed177d45986f932d7456299df116ac484,18.96875
dense_p00_a09,a84f7146fc6261857b32ecde42c9da699dd0ad8775ac48381242cb194de7007c,33.3125
dense_p00_a10,963bab3a882d2bc30855874471efa23dcd63d03cf530182696f049de1b202ad1,17.375
dense_p00_a11,963bab3a882d2bc30855874471efa23dcd63d03cf530182696f049de1b202ad1,17.375
dense_p00_a12,963bab3a882d2bc30855874471efa23dcd63d03cf530182696f049de1b202ad1,17.375
dense_p00_a13,963bab3a882d2bc30855874471efa23dcd63d03cf530182696f049de1b202ad1,17.375
dense_p00_a14,963bab3a882d2bc30855874471efa23dcd63d03cf530182696f049de1b202ad1,17.375
dense_p00_a15,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p00_a16,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p00_a17,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p00_a18,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p00_a19,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p00_a20,7628955e0f4274c4ee3c9e5769e1dde3c120fcb55ba2d98d9ea3ecaf560967f3,30.859375
dense_p01_a00,81d1b29a3991331f2daad3abbe2bfa72c766e5efd2efaea58457dd8e805c126e,9.328125
dense_p01_a01,01a48d078ac957b3fbb4cd24531b99cc16ca2ec2712b9efffcd4b7ac0c14682b,-2.55078125
dense_p01_a02,b48384802b1f38ace10cb8bc77e8fb7009df0b53fcbf920847e30dd819204fff,-9.234375
dense_p01_a03,3350dcf4d81a74d53503d1aed2659b7acb808f90e4e468cc4e43cd5b4ffb63fe,-13.9140625
dense_p01_a04,01154b1abad81e620090eed5b52cbc9c4179fdbcff86a959cff64df88e9ee3b4,-12.75
dense_p01_a05,9f428bdaf01fc2ff364e946f19988c18017e9bbcfb280dcbe8bc3555cdbfe5dc,-7.4609375
dense_p01_a06,e5cfe17db3144091370b07fab98caf82f80f8e0cfc8b8fa3c9af5e9bfd67c999,32.96875
dense_p01_a07,e5cfe17db3144091370b07fab98caf82f80f8e0cfc8b8fa3c9af5e9bfd67c999,32.96875
dense_p01_a08,a04281745b13b2d87582098db7b4a2e28aad36cd9a2bb6a0f5894f9b6a8f2bd8,31.515625
dense_p01_a09,49ae453c64f5629268ce2f8cd8d2fcf58ea7fa50fc43862cd3994d2fd3f1470b,26.90625
dense_p01_a10,9246ccf719686881747dad9761013547ff4aeee76b82e236d4fa90acc9b03734,29.9375
dense_p01_a11,a9ed5a5b44450036828a17b52f10c182ba7e03577b8e1aa4baef23e98c0d2c73,21.6875
dense_p01_a12,a9ed5a5b44450036828a17b52f10c182ba7e03577b8e1aa4baef23e98c0d2c73,21.6875
dense_p01_a13,a92af176d34f18e6affb5b225cd4893428dfc877aabb3b4f74670ee1430db971,31.1875
dense_p01_a14,9921d0ee7e522b5a4d956aad17eee73c74db2e22660688f740a892a393a254ef,21.453125
dense_p01_a15,9921d0ee7e522b5a4d956aad17eee73c74db2e22660688f740a892a393a254ef,21.453125
dense_p01_a16,9921d0ee7e522b5a4d956aad17eee73c74db2e22660688f740a892a393a254ef,21.453125
dense_p01_a17,ea73792d89855963a0851459c1a52f6b03bf15aa14abcd24ccaaca371a71aa65,4.9140625
dense_p01_a18,ea73792d89855963a0851459c1a52f6b03bf15aa14abcd24ccaaca371a71aa65,4.9140625
dense_p01_a19,ea73792d89855963a0851459c1a52f6b03bf15aa14abcd24ccaaca371a71aa65,4.9140625
dense_p01_a20,ea73792d89855963a0851459c1a52f6b03bf15aa14abcd24ccaaca371a71aa65,4.9140625
dense_p02_a00,58f43f1c021bc25dd848954909a984ed4c7b2585e13d2df2e27074ec2b0701e7,-14.78125
dense_p02_a01,ac79fd5001da8e2a894613c73e8988268840ec6507125968c3f96f55e2305202,-13.3515625
dense_p02_a02,98ec8b0d56f0edf295e5879f42f71a18ea9bccb53091c9b60fdc034ebe9909da,-14.7890625
dense_p02_a03,d24f4616fad088d789e6bc4dccdb40eb2b47479333e4c9599e78e6371a2ea833,-14.359375
dense_p02_a04,a0118c4c85f29f1eb7ab7cf57db2f579fc983aa759cce50aaa189f1ceabf4bde,-13.4375
dense_p02_a05,a0118c4c85f29f1eb7ab7cf57db2f579fc983aa759cce50aaa189f1ceabf4bde,-13.4375
dense_p02_a06,f552b2566f333e6dbbeb5680d31ca09cdc493fc4a805a4d48f36d7d1d55576a4,-12.4609375
dense_p02_a07,c6b33b765267b1ed74a5993f4ffa54edddc6c9216b2c216d76313896b8e78ffb,-13.4453125
dense_p02_a08,34da014445e2f3a2f28ae63fc01e29872971a0d9384cdb9bda1deb42c36680e3,-14.75
dense_p02_a09,69bd54903c87383508a0dd54af943fb6af7b493e82434ccddb9aca29ce661a51,-10.6953125
dense_p02_a10,69bd54903c87383508a0dd54af943fb6af7b493e82434ccddb9aca29ce661a51,-10.6953125
dense_p02_a11,82c7aaa731506596e3168f031c5cc595d4b89ca18909f33e1b6bd9b91a37a32a,10.765625
dense_p02_a12,fc045a5d4844b86cef7030f470d7c6d8be63f8f70041d9811b37c1995ed3edd0,18.078125
dense_p02_a13,c17582558cd47ea66253859e38fce8774200841c610b31a3d5ec1f1cf76866cc,30.21875
dense_p02_a14,a0257ab801d024b65cc9b35e4f4f60400a4d6878fd0d360a1f9e638c2ef88ef5,25.453125
dense_p02_a15,2481bb1d962558dd03ffa85e77315ef9b9f1ee5c49cbd5da54ad1560a38169c2,24.8125
dense_p02_a16,2481bb1d962558dd03ffa85e77315ef9b9f1ee5c49cbd5da54ad1560a38169c2,24.8125
dense_p02_a17,e0f7892dc314bb5d59858ab90fdda355e5131c954ba3d040d8ad44023be278d5,35.96875
dense_p02_a18,06070e7c06a60ccf7f9036b36b93e3a704ffea504acea61772ced6533121bead,34.3125
dense_p02_a19,06070e7c06a60ccf7f9036b36b93e3a704ffea504acea61772ced6533121bead,34.3125
dense_p02_a20,06070e7c06a60ccf7f9036b36b93e3a704ffea504acea61772ced6533121bead,34.3125
dense_p03_a00,a165f26955fb02d09d703fd33d1ffbc88baa6f26661e44956d63c3b238eee1df,-16.453125
dense_p03_a01,e0eafd40977babbfe8c9451b33eb6c2410f5472ac5dabe11c24b038b1f241710,-13.03125
dense_p03_a02,aa61bc954f837a4e8c0cd70a1d2acdbd8eb4341298547a7c2579dee51b3b13b8,2.09765625
dense_p03_a03,6ba2383c119266cfbd87844da9c2e73a75b100c4514bd22ad36533a95b64ecd7,-15.5
dense_p03_a04,7f7be4c48c11ba3a449109768f3b0aa32c16a6878a1e397cec2f1888de201e9a,4.65625
dense_p03_a05,7f7be4c48c11ba3a449109768f3b0aa32c16a6878a1e397cec2f1888de201e9a,4.65625
dense_p03_a06,30477dc7e2e1629abad9a6d572d55b189726e6a6252840eaef2466b3c63e88aa,-10.3671875
dense_p03_a07,ef63ea1acbed41e0c743206763285305e182a90669d380115f1e34e06cded26a,8.6875
dense_p03_a08,17cd2fa75640b1d6c6829dbb59ab8ec4c200c6e55c14420b7c469449c7dc6080,22.375
dense_p03_a09,ada7796e8c47287f17a05dc7d3f805a4d2d303a17459f96fb9a312d848918027,20.59375
dense_p03_a10,777ddb238e7c1e9d2e43347c202c07aac6d948f7e82b1ca4106c45e0558dc015,11.5
dense_p03_a11,eb75bc3e7ba16b9a69b3ae64ba1f0da9ebf35cc8d8d0f7147617499b4b7aad4b,12.2890625
dense_p03_a12,5f4fd21ef402d0fa3d1faaa93d6793644b5f5c29ad0f9d2187c8674f061f1aca,22.25
dense_p03_a13,d18dc17aed51f3cdd4191ec025cd36d24fb5b2cca6759125852213acca990e91,11.921875
dense_p03_a14,04b711757d66c684f70c9f02a908999e62e35df380c02e6169621562d427c4c0,15.4296875
dense_p03_a15,04b711757d66c684f70c9f02a908999e62e35df380c02e6169621562d427c4c0,15.4296875
dense_p03_a16,04b711757d66c684f70c9f02a908999e62e35df380c02e6169621562d427c4c0,15.4296875
dense_p03_a17,3395c073ac3ed01912344a094cc4bdf9f1bf4f6fc1cdc8492a26c2a073c8d0f4,13.1953125
dense_p03_a18,3395c073ac3ed01912344a094cc4bdf9f1bf4f6fc1cdc8492a26c2a073c8d0f4,13.1953125
dense_p03_a19,3395c073ac3ed01912344a094cc4bdf9f1bf4f6fc1cdc8492a26c2a073c8d0f4,13.1953125
dense_p03_a20,3395c073ac3ed01912344a094cc4bdf9f1bf4f6fc1cdc8492a26c2a073c8d0f4,13.1953125
dense_p04_a00,325d8778db1476133dbdfd25e69add7dbbe7d4fc32dcc0459df18f8e188f970f,6.79296875
